Duration (in seconds),ResponseId,P_ID,Age,Gender,1_Per_Imp_1,1_RT_First Click,1_RT_Last Click,1_RT_Page Submit,1_RT_Click Count,2_Per_Imp_1,2_RT_First Click,2_RT_Last Click,2_RT_Page Submit,2_RT_Click Count,3_Per_Imp_1,3_RT_First Click,3_RT_Last Click,3_RT_Page Submit,3_RT_Click Count,4_Per_Imp_1,4_RT_First Click,4_RT_Last Click,4_RT_Page Submit,4_RT_Click Count,5_Per_Imp_1,5_RT_First Click,5_RT_Last Click,5_RT_Page Submit,5_RT_Click Count,6_Per_Imp_1,6_RT_First Click,6_RT_Last Click,6_RT_Page Submit,6_RT_Click Count,7_Per_Imp_1,7_RT_First Click,7_RT_Last Click,7_RT_Page Submit,7_RT_Click Count,8_Per_Imp_1,8_RT_First Click,8_RT_Last Click,8_RT_Page Submit,8_RT_Click Count,9_Per_Imp_1,9_RT_First Click,9_RT_Last Click,9_RT_Page Submit,9_RT_Click Count,10_Per_Imp_1,10_RT_First Click,10_RT_Last Click,10_RT_Page Submit,10_RT_Click Count,11_Per_Imp_1,11_RT_First Click,11_RT_Last Click,11_RT_Page Submit,11_RT_Click Count,12_Per_Imp_1,12_RT_First Click,12_RT_Last Click,12_RT_Page Submit,12_RT_Click Count,13_Per_Imp_1,13_RT_First Click,13_RT_Last Click,13_RT_Page Submit,13_RT_Click Count,14_Per_Imp_1,14_RT_First Click,14_RT_Last Click,14_RT_Page Submit,14_RT_Click Count,15_Per_Imp_1,15_RT_First Click,15_RT_Last Click,15_RT_Page Submit,15_RT_Click Count,16_Per_Imp_1,16_RT_First Click,16_RT_Last Click,16_RT_Page Submit,16_RT_Click Count,17_Per_Imp_1,17_RT_First Click,17_RT_Last Click,17_RT_Page Submit,17_RT_Click Count,18_Per_Imp_1,18_RT_First Click,18_RT_Last Click,18_RT_Page Submit,18_RT_Click Count,19_Per_Imp_1,19_RT_First Click,19_RT_Last Click,19_RT_Page Submit,19_RT_Click Count,20_Per_Imp_1,20_RT_First Click,20_RT_Last Click,20_RT_Page Submit,20_RT_Click Count,21_Per_Imp_1,21_RT_First Click,21_RT_Last Click,21_RT_Page Submit,21_RT_Click Count,22_Per_Imp_1,22_RT_First Click,22_RT_Last Click,22_RT_Page Submit,22_RT_Click Count,23_Per_Imp_1,23_RT_First Click,23_RT_Last Click,23_RT_Page Submit,23_RT_Click Count,24_Per_Imp_1,24_RT_First Click,24_RT_Last Click,24_RT_Page Submit,24_RT_Click Count,25_Per_Imp_1,25_RT_First Click,25_RT_Last Click,25_RT_Page Submit,25_RT_Click Count,26_Per_Imp_1,26_RT_First Click,26_RT_Last Click,26_RT_Page Submit,26_RT_Click Count,27_Per_Imp_1,27_RT_First Click,27_RT_Last Click,27_RT_Page Submit,27_RT_Click Count,28_Per_Imp_1,28_RT_First Click,28_RT_Last Click,28_RT_Page Submit,28_RT_Click Count,29_Per_Imp_1,29_RT_First Click,29_RT_Last Click,29_RT_Page Submit,29_RT_Click Count,30_Per_Imp_1,30_RT_First Click,30_RT_Last Click,30_RT_Page Submit,30_RT_Click Count,1_Gen_Imp_1,1_RT_First Click,1_RT_Last Click,1_RT_Page Submit,1_RT_Click Count,2_Gen_Imp_1,2_RT_First Click,2_RT_Last Click,2_RT_Page Submit,2_RT_Click Count,3_Gen_Imp_1,3_RT_First Click,3_RT_Last Click,3_RT_Page Submit,3_RT_Click Count,4_Gen_Imp_1,4_RT_First Click,4_RT_Last Click,4_RT_Page Submit,4_RT_Click Count,5_Gen_Imp_1,5_RT_First Click,5_RT_Last Click,5_RT_Page Submit,5_RT_Click Count,6_Gen_Imp_1,6_RT_First Click,6_RT_Last Click,6_RT_Page Submit,6_RT_Click Count,7_Gen_Imp_1,7_RT_First Click,7_RT_Last Click,7_RT_Page Submit,7_RT_Click Count,8_Gen_Imp_1,8_RT_First Click,8_RT_Last Click,8_RT_Page Submit,8_RT_Click Count,9_Gen_Imp_1,9_RT_First Click,9_RT_Last Click,9_RT_Page Submit,9_RT_Click Count,10_Gen_Imp_1,10_RT_First Click,10_RT_Last Click,10_RT_Page Submit,10_RT_Click Count,11_Gen_Imp_1,11_RT_First Click,11_RT_Last Click,11_RT_Page Submit,11_RT_Click Count,12_Gen_Imp_1,12_RT_First Click,12_RT_Last Click,12_RT_Page Submit,12_RT_Click Count,13_Gen_Imp_1,13_RT_First Click,13_RT_Last Click,13_RT_Page Submit,13_RT_Click Count,14_Gen_Imp_1,14_RT_First Click,14_RT_Last Click,14_RT_Page Submit,14_RT_Click Count,15_Gen_Imp_1,15_RT_First Click,15_RT_Last Click,15_RT_Page Submit,15_RT_Click Count,16_Gen_Imp_1,16_RT_First Click,16_RT_Last Click,16_RT_Page Submit,16_RT_Click Count,17_Gen_Imp_1,17_RT_First Click,17_RT_Last Click,17_RT_Page Submit,17_RT_Click Count,18_Gen_Imp_1,18_RT_First Click,18_RT_Last Click,18_RT_Page Submit,18_RT_Click Count,19_Gen_Imp_1,19_RT_First Click,19_RT_Last Click,19_RT_Page Submit,19_RT_Click Count,20_Gen_Imp_1,20_RT_First Click,20_RT_Last Click,20_RT_Page Submit,20_RT_Click Count,21_Gen_Imp_1,21_RT_First Click,21_RT_Last Click,21_RT_Page Submit,21_RT_Click Count,22_Gen_Imp_1,22_RT_First Click,22_RT_Last Click,22_RT_Page Submit,22_RT_Click Count,23_Gen_Imp_1,23_RT_First Click,23_RT_Last Click,23_RT_Page Submit,23_RT_Click Count,24_Gen_Imp_1,24_RT_First Click,24_RT_Last Click,24_RT_Page Submit,24_RT_Click Count,25_Gen_Imp_1,25_RT_First Click,25_RT_Last Click,25_RT_Page Submit,25_RT_Click Count,26_Gen_Imp_1,26_RT_First Click,26_RT_Last Click,26_RT_Page Submit,26_RT_Click Count,27_Gen_Imp_1,27_RT_First Click,27_RT_Last Click,27_RT_Page Submit,27_RT_Click Count,28_Gen_Imp_1,28_RT_First Click,28_RT_Last Click,28_RT_Page Submit,28_RT_Click Count,29_Gen_Imp_1,29_RT_First Click,29_RT_Last Click,29_RT_Page Submit,29_RT_Click Count,30_Gen_Imp_1,30_RT_First Click,30_RT_Last Click,30_RT_Page Submit,30_RT_Click Count,GC,Group,Treatment,Eng
290,R_uyrjmn0k8WWupj3,5c78f007998fb70001efcb33,47,Female,9,4.761,4.761,6.776,1,25,3.547,3.547,4.619,1,13,4.818,4.818,6.202,1,6,2.935,2.935,4.236,1,57,6.088,8.254,9.361,3,16,5.401,5.401,6.717,1,9,3.446,3.446,4.691,1,10,3.844,4.735,6.143,2,20,4.017,4.017,5.164,1,7,3.946,3.946,5.211,1,73,3.268,3.268,4.462,1,14,3.916,3.916,5.268,1,46,5.04,5.04,6.407,1,3,5.789,5.789,8.512,1,35,5.37,5.37,6.466,1,17,3.59,3.59,4.701,1,12,2.864,3.771,5.264,2,43,5.125,5.918,7.183,2,67,3.724,3.724,4.848,1,4,5.387,5.387,6.832,1,10,6.36,6.36,7.627,1,52,6.482,6.482,8.017,1,18,2.788,2.788,3.683,1,78,5.836,5.836,6.843,1,12,4.659,4.659,6.078,1,11,4.914,4.914,6.253,1,23,5.326,5.326,6.415,1,33,4.874,4.874,6.24,1,1,4.174,4.174,5.503,1,8,4.571,4.571,5.857,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,Self,Self-Other,Yes.
579,R_07WzyimKb7ZcVdn,5ee8ec5cabacd1233120adcb,23,Female,1,9.854,9.854,11.221,1,4,9.181,9.181,10.877,1,2,6.637,6.637,8.038,1,0,6.678,8.251,10.265,2,2,9.899,9.899,11.276,1,0,6.441,7.848,8.425,2,0,10.4,13.146,14.983,2,3,7.3,7.3,9.109,1,2,7.389,8.464,9.791,2,0,8.53,10.325,14.364,2,17,12.159,17.1,19.144,3,0,9.195,10.101,12.589,2,71,9.969,9.969,11.871,1,0,9.897,9.897,11.819,1,65,11.997,11.997,13.355,1,0,7.476,9.685,11.291,2,0,9.439,9.439,10.901,1,28,19.845,21.379,22.6,2,13,12.161,12.161,13.499,1,1,9.699,12.453,12.457,4,26,12.309,12.309,14.764,1,96,9.601,9.601,12.541,1,0,4.18,4.18,6.645,1,11,13.866,28.249,29.99,5,6,11.286,11.286,12.793,1,25,9.401,9.401,11.051,1,0,11.546,11.546,12.702,1,4,10.737,10.737,12.471,1,0,6.801,6.801,8.345,1,0,6.627,6.627,8.588,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,Self,Self-Other,Yes.
564,R_30ctkmTFI5BWgTA,5eab8ad6bca91216d98ca785,18,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,9.834,13.5,14.212,3,50,10.758,10.758,11.362,1,72,8.872,8.872,10.923,1,61,9.689,13.856,14.745,4,55,7.425,16.089,16.776,3,50,9.142,10.612,11.183,3,59,18.343,18.774,19.64,2,72,7.716,9.599,10.142,4,42,13.18,13.18,14.176,1,38,19.397,20.735,21.553,2,75,14.238,17.558,18.064,5,74,4.291,8.324,9.757,3,69,14.082,15.068,15.806,3,83,6.867,8.497,9.154,3,32,5.59,7.139,7.949,3,68,6.894,6.894,7.741,1,59,12.619,13.449,14.07,2,79,10.092,10.546,11.789,2,81,5.454,5.905,7.087,2,52,11.984,12.282,13.993,2,92,12.574,15.774,16.109,8,70,8.069,9.143,9.945,2,14,5.207,8.086,9.432,3,100,1.624,33.683,39.103,24,77,28.418,37.739,38.319,3,64,5.916,7.685,8.923,4,76,9.591,16.923,17.548,2,63,11.323,13.828,14.379,4,36,7.395,7.395,8.487,1,38,8.342,9.9,10.506,2,60,Other,Self-Other,"No, it's my second language."
456,R_bveGiYZQP6reiJ3,5efcaca0359bc60719cf25e1,32,Female,1,10.188,10.188,11.146,1,3,3.299,3.299,4.361,1,51,7.107,9.331,10.172,2,5,5.288,5.288,6.15,1,36,12.091,13.131,13.884,2,10,6.762,6.762,8.962,1,5,5.783,5.783,6.528,1,1,4.038,4.446,5.344,2,33,15.695,15.695,16.552,1,0,2.788,2.788,4.632,1,66,4.358,4.358,5.51,1,0,14.713,14.713,19.44,1,45,15.601,16.866,17.728,2,51,6.509,7.059,8.18,2,61,4.203,4.203,5.337,1,27,7.955,9.803,10.708,3,1,9.557,9.557,10.924,1,81,7.92,7.92,8.787,1,12,5.856,5.856,6.902,1,5,12.573,12.573,14.046,1,6,11.499,11.499,12.385,1,48,11.562,11.562,12.621,1,0,9.405,9.405,15.263,1,71,5.378,5.378,6.602,1,34,5.891,8.564,9.474,4,4,5.899,5.899,8.241,1,50,4.95,4.95,5.799,1,13,18.66,18.66,19.507,1,0,3.31,3.31,4.547,1,0,2.78,5.501,6.278,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Self,Self-Other,Yes.
548,R_Aj03qPf463CSVjz,5e419901c7128701f8a7c5b0,24,Female,0,19.51,20.659,22.628,2,0,6.293,7.8,9.334,3,59,5.578,6.223,8.134,2,0,6.536,10.482,12.522,12,8,7.277,8.681,10.428,2,7,7.597,7.597,9.363,1,0,6.898,6.898,9.922,1,34,11.371,12.086,14.143,2,8,7.434,7.434,9.095,1,0,3.943,5.585,7.363,2,100,8.049,8.049,9.362,1,0,8.533,15.356,16.884,3,100,15.001,15.001,16.461,1,50,10.64,10.64,15.214,1,100,5.281,5.281,6.877,1,22,7.975,7.975,9.681,1,0,3.551,3.551,5.124,1,22,12.982,12.982,14.546,1,60,10.477,10.477,12.088,1,11,15.075,19.543,21.062,3,59,8.447,9.162,12.057,2,0,22.424,22.424,23.636,1,0,5.85,7.016,8.829,2,100,6.82,6.82,8.584,1,0,11.742,12.843,14.024,2,29,11.058,11.058,12.351,1,75,6.272,6.272,7.453,1,0,7.777,8.424,9.676,2,0,11.153,13.872,15.474,3,0,4.742,8.8,10.664,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,Self,Self-Other,Yes.
346,R_3CI650hI8m6NmfJ,5d15357af5eb3f0001a439af,39,Female,0,4.728,7.2,8.05,4,0,3.036,6.332,7.301,5,6,2.778,6.594,7.026,5,0,2.737,3.665,4.663,2,0,1.642,19.627,20.452,9,0,4.041,4.913,5.882,2,0,7.279,13.912,14.817,6,0,4.361,5.345,6.464,2,0,2.222,6.343,7.84,5,0,1.55,5.079,6.199,4,87,1.228,5.333,6.012,3,0,2.38,5.26,6.434,4,0,4.461,5.605,6.357,2,23,4.498,6.699,7.667,3,3,4.302,6.574,7.398,2,0,4.338,12.337,13.41,3,0,2.118,5.391,6.543,3,72,8.841,15.825,16.842,2,0,5.124,6.069,6.997,2,0,1.271,5.543,6.623,3,0,5.22,7.876,8.916,4,0,4.474,7.731,9.1,3,0,3.899,5.098,6.042,2,69,4.088,7.024,7.824,2,0,5.431,6.975,8.173,4,0,4.491,7.661,8.588,3,0,5.547,6.817,7.674,2,0,4.34,6.334,7.404,3,0,3.025,4.154,5.641,2,0,2.641,5.082,5.986,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,Self,Self-Other,Yes.
381,R_2Xbs7soPm2tZWo9,5a69fb0f0c0388000190efad,39,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8.833,8.833,10.101,1,0,4.689,4.689,5.74,1,13,4.945,4.945,6.275,1,14,9.811,13.192,15.24,3,65,10.834,12.207,13.277,2,6,4.183,4.183,5.324,1,0,7.025,10.018,11.4,2,60,6.715,7.885,8.929,2,0,3.294,3.294,4.433,1,0,3.294,3.294,4.513,1,60,5.436,6.82,7.947,2,0,5.298,6.686,8.219,2,56,5.182,7.023,8.366,2,18,3.885,3.885,4.987,1,7,4.261,4.261,5.583,1,40,4.565,6.198,7.537,2,0,4.349,5.49,6.986,2,41,5.153,7.167,8.248,2,41,5.745,5.745,7.039,1,9,5.128,5.128,6.347,1,8,6.804,6.804,8.121,1,65,13.988,15.209,16.262,2,0,3.973,3.973,5.272,1,49,6.93,12.304,13.374,3,0,5.425,6.634,7.711,2,4,5.693,5.693,7.085,1,0,5.965,5.965,7.327,1,0,4.494,4.494,5.753,1,0,4.948,4.948,6.112,1,0,3.859,3.859,5.011,1,44,Other,Self-Other,Yes.
553,R_1nZXCd1vCLkpKtr,5e9ccf0ff204cc1fa6497231,25,Female,59,2.424,5.756,6.822,3,64,4.672,4.672,6.226,1,38,5.914,5.914,7.281,1,63,3.374,3.374,4.372,1,81,3.946,3.946,5.201,1,41,5.45,5.45,6.878,1,44,15.301,17.798,19.244,2,66,4.243,4.243,5.402,1,18,11.779,12.701,14.264,2,24,3.501,4.515,5.714,3,78,9.194,9.194,10.418,1,74,4.928,4.928,5.996,1,90,4.316,4.939,5.7,2,93,3.797,5.945,6.859,3,71,4.235,4.235,5.096,1,84,3.883,4.827,5.871,2,28,4.514,5.252,6.902,2,71,4.945,4.945,5.824,1,69,4.341,5.615,6.452,2,59,6.192,7.087,8.416,2,92,6.194,8.224,9.201,3,82,15.434,16.554,17.671,2,38,6.051,6.051,7.252,1,65,17.948,17.948,19.3,1,69,6.463,6.463,7.601,1,74,4.301,4.301,5.627,1,25,18.445,19.667,20.947,2,79,8.447,8.447,9.55,1,37,3.646,3.646,5.028,1,52,3.639,4.487,5.806,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,Self,Self-Other,Yes.
522,R_AodD9mVhXn9Dle1,57fb76a8bd8a970001fde35d,38,Female,0,5.76,8.511,10.396,2,1,5.121,7.489,9.081,2,24,4.615,8.756,9.931,4,0,3.897,6.294,8.072,2,4,6.807,11.707,13.406,2,0,9.963,12.038,13.727,2,0,5.177,8.556,10.508,3,6,4.543,7.079,8.434,2,0,4.724,6.107,8.192,2,0,4.813,6.355,8.555,2,51,5.553,8.091,9.598,2,0,5.208,7.518,8.956,2,76,7.469,14.823,16.047,2,18,7.093,13.228,14.494,2,49,4.196,7.532,8.835,2,24,6.125,13.863,15.001,2,0,7.565,9.313,11.132,2,16,7.137,8.94,10.866,2,2,4.89,8.586,10.393,2,0,4.246,6.412,8.927,2,5,7.023,17.231,18.326,3,7,9.523,16.559,18.3,3,0,5.505,7.583,9.046,2,71,5.833,11.926,13.818,3,0,4.134,5.918,7.567,2,21,5.945,13.057,14.051,4,8,10.966,23.528,25.138,3,1,7.524,10.42,11.644,2,0,6.229,9.13,10.413,3,0,5.527,7.123,8.883,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,Self,Self-Other,Yes.
480,R_2zjy1bqmbGqcO5e,5f001a2d0b6653114dd57c63,32,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,6.256,6.256,8.583,1,9,5.476,5.476,6.567,1,48,8.498,9.537,10.622,2,58,8.62,8.62,9.669,1,25,7.303,7.303,8.43,1,33,28.518,28.518,29.723,1,41,8.647,8.647,9.867,1,43,0.005,7.367,8.298,2,22,6.363,6.363,7.599,1,0,11.212,11.212,12.738,1,100,4.914,4.914,6.453,1,58,6.723,6.723,7.978,1,90,9.88,12.412,13.602,3,100,4.934,4.934,6.077,1,100,4.726,4.726,5.798,1,95,7.471,10.191,11.44,2,13,7.667,8.37,9.669,2,92,9.033,9.033,11.341,1,60,6.301,6.301,7.461,1,0,8.548,11.705,12.972,3,82,8.807,8.807,9.967,1,100,5.588,6.324,7.415,2,14,4.774,5.549,6.734,2,100,5.895,5.895,7.265,1,88,6.997,6.997,7.919,1,60,10.17,12.822,14.071,3,81,4.967,5.974,7.475,2,40,6.685,6.685,7.964,1,33,8.421,8.421,9.471,1,12,6.674,6.674,8.035,1,81,Other,Self-Other,Yes.
640,R_dal56ICAUp9jSQF,59ba747b76adf400010fd0da,55,Male,25,6.553,10.223,11.357,4,70,8.293,8.293,9.549,1,78,4.953,4.953,61.172,1,100,5.704,6.675,7.758,2,75,26.264,28.752,29.64,2,100,15.901,18.432,19.009,3,100,7.678,7.678,9.584,1,100,6.729,6.729,7.842,1,76,6.3,8.294,9.375,2,13,5.08,5.08,6.478,1,100,15.004,15.004,16.422,1,51,8.321,8.321,9.673,1,50,9.304,10.266,11.92,2,100,5.85,5.85,6.808,1,50,4.553,4.553,5.788,1,100,5.155,5.155,6.065,1,75,12.654,15.976,16.729,3,50,10.386,10.386,11.795,1,100,5.539,5.539,6.365,1,51,6.7,6.7,7.807,1,51,13.598,13.598,14.615,1,50,7.458,10.601,11.993,4,91,8.87,8.87,10.036,1,100,6.808,8.273,9.367,2,100,8.302,9.746,11.33,2,100,6.15,6.15,7.385,1,66,11.401,11.401,12.549,1,100,6.912,6.912,7.951,1,58,7.201,8.257,9.312,2,51,4.913,4.913,6.055,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,Self,Self-Other,Yes.
430,R_4OX9r1ij2LeBBx7,5ec99f86f5c1124c0c518fa9,54,Female,0,6.29,6.29,7.252,1,0,5.419,5.419,6.401,1,0,4.76,4.76,5.745,1,14,5.069,5.069,5.997,1,12,13.305,13.305,14.165,1,0,5.936,7.342,8.399,2,0,6.855,6.855,7.94,1,0,5.401,5.401,6.452,1,0,5.6,5.6,6.578,1,0,4.177,4.177,5.118,1,82,5.935,5.935,6.778,1,13,6.808,6.808,7.763,1,80,10.613,10.613,11.429,1,0,10.642,10.642,11.944,1,0,4.514,4.514,5.466,1,12,7.465,7.465,8.399,1,0,4.837,6.304,7.445,2,0,17.69,17.69,18.715,1,0,6.131,6.131,7.002,1,0,8.66,8.66,9.821,1,0,11.356,11.356,12.399,1,78,8.168,8.168,9.268,1,0,3.825,3.825,5.352,1,73,7.471,7.471,8.301,1,50,8.093,8.093,8.894,1,11,6.765,6.765,7.501,1,0,6.174,6.174,7.37,1,10,9.409,9.409,10.414,1,0,5.273,6.488,7.446,2,0,6.046,6.046,7.214,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,Self,Self-Other,Yes.
545,R_1Oq7OHGco2iBXMJ,5a97081189de8200013eea9b,56,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9.513,9.513,10.547,1,0,16.633,16.633,17.832,1,0,5.37,6.338,7.239,2,0,4.314,4.763,5.602,2,52,15.35,15.35,16.42,1,0,5.978,6.505,7.3,2,0,8.873,8.873,9.932,1,0,7.393,7.393,8.363,1,0,6.922,6.922,7.843,1,0,3.845,4.318,5.334,2,100,19.343,24.798,25.713,3,0,7.39,10.497,11.428,6,69,14.097,14.787,15.583,2,75,7.39,7.39,8.29,1,51,11.066,11.066,13.186,1,34,7.401,7.401,8.695,1,0,8.441,8.441,9.493,1,25,22.107,22.107,23.194,1,0,19.23,19.23,20.831,1,0,4.694,4.694,5.731,1,0,8.965,8.965,9.897,1,38,21.472,22.417,23.335,2,0,4.72,5.371,6.283,2,66,7.748,7.748,8.799,1,0,5.609,5.609,6.501,1,0,16.417,42.816,43.883,5,0,24.904,24.904,25.888,1,0,9.584,9.584,11.019,1,0,5.103,5.103,6.04,1,0,5.073,5.073,6.07,1,92,Other,Self-Other,Yes.
430,R_8InFE6ZJPnPOS2t,5c603d00b726cb0001867f16,31,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.44,5.44,6.758,1,0,6.64,6.64,7.747,1,0,5.275,5.275,6.278,1,0,6.599,6.599,7.468,1,33,20.038,20.038,21.112,1,0,5.893,5.893,6.858,1,0,3.889,3.889,5.03,1,0,2.751,2.751,5.648,1,0,32.225,32.225,33.311,1,0,4.029,4.029,5.387,1,1,4.848,4.848,5.639,1,1,10.004,10.004,10.794,1,0,8.182,8.182,13.077,1,1,9.685,9.685,10.955,1,0,4.481,4.481,5.798,1,0,2.2,2.2,3.412,1,0,5.619,5.619,6.74,1,0,13.321,13.321,14.558,1,1,22.362,22.362,23.397,1,0,6.166,6.166,7.235,1,0,9.307,9.307,11.112,1,50,17.998,17.998,19.291,1,0,4.904,5.506,6.683,2,6,5.903,6.768,7.413,2,0,8.236,8.236,9.149,1,0,5.601,5.601,8.013,1,0,3.544,3.544,5.346,1,16,6.8,6.8,7.63,1,1,4.045,4.045,5.37,1,1,9.724,9.724,13.144,1,100,Other,Self-Other,Yes.
302,R_1eJfBRemFxtrCXA,5f2b2957e81f3f5345928cc1,29,Female,0,1.636,3.467,4.301,2,29,1.826,1.826,2.561,1,8,1.675,3.418,4.231,2,17,1.232,3.215,4.08,3,21,1.576,8.255,9.097,2,11,1.373,4.611,5.358,2,18,1.703,3.657,4.849,2,22,1.623,2.833,3.469,2,38,7.419,7.419,8.204,1,10,1.643,3.187,5.83,2,52,1,8.19,8.93,2,19,2.697,4.034,5.043,2,65,4.463,5.741,6.589,2,51,1.248,2.315,3.06,2,8,3.709,4.76,5.945,2,0,7.196,8.282,9.028,2,27,2.405,2.405,3.32,1,62,14.979,16.436,16.903,2,17,6.92,6.92,7.786,1,20,5.57,6.863,7.41,2,80,10.444,11.358,13.35,2,73,4.955,4.955,5.685,1,20,1.842,1.842,2.612,1,17,6.283,6.975,7.841,2,22,1.438,6.865,7.569,2,65,2.113,3.848,4.594,2,52,1.682,7.954,8.655,3,47,3.838,3.838,5.286,1,13,1.992,9.813,10.739,2,7,2.277,3.523,4.221,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,Self,Self-Other,Yes.
