Duration (in seconds),ResponseId,P_ID,Age,Gender,1_Per_Imp_1,1_RT_First Click,1_RT_Last Click,1_RT_Page Submit,1_RT_Click Count,2_Per_Imp_1,2_RT_First Click,2_RT_Last Click,2_RT_Page Submit,2_RT_Click Count,3_Per_Imp_1,3_RT_First Click,3_RT_Last Click,3_RT_Page Submit,3_RT_Click Count,4_Per_Imp_1,4_RT_First Click,4_RT_Last Click,4_RT_Page Submit,4_RT_Click Count,5_Per_Imp_1,5_RT_First Click,5_RT_Last Click,5_RT_Page Submit,5_RT_Click Count,6_Per_Imp_1,6_RT_First Click,6_RT_Last Click,6_RT_Page Submit,6_RT_Click Count,7_Per_Imp_1,7_RT_First Click,7_RT_Last Click,7_RT_Page Submit,7_RT_Click Count,8_Per_Imp_1,8_RT_First Click,8_RT_Last Click,8_RT_Page Submit,8_RT_Click Count,9_Per_Imp_1,9_RT_First Click,9_RT_Last Click,9_RT_Page Submit,9_RT_Click Count,10_Per_Imp_1,10_RT_First Click,10_RT_Last Click,10_RT_Page Submit,10_RT_Click Count,11_Per_Imp_1,11_RT_First Click,11_RT_Last Click,11_RT_Page Submit,11_RT_Click Count,12_Per_Imp_1,12_RT_First Click,12_RT_Last Click,12_RT_Page Submit,12_RT_Click Count,13_Per_Imp_1,13_RT_First Click,13_RT_Last Click,13_RT_Page Submit,13_RT_Click Count,14_Per_Imp_1,14_RT_First Click,14_RT_Last Click,14_RT_Page Submit,14_RT_Click Count,15_Per_Imp_1,15_RT_First Click,15_RT_Last Click,15_RT_Page Submit,15_RT_Click Count,16_Per_Imp_1,16_RT_First Click,16_RT_Last Click,16_RT_Page Submit,16_RT_Click Count,17_Per_Imp_1,17_RT_First Click,17_RT_Last Click,17_RT_Page Submit,17_RT_Click Count,18_Per_Imp_1,18_RT_First Click,18_RT_Last Click,18_RT_Page Submit,18_RT_Click Count,19_Per_Imp_1,19_RT_First Click,19_RT_Last Click,19_RT_Page Submit,19_RT_Click Count,20_Per_Imp_1,20_RT_First Click,20_RT_Last Click,20_RT_Page Submit,20_RT_Click Count,21_Per_Imp_1,21_RT_First Click,21_RT_Last Click,21_RT_Page Submit,21_RT_Click Count,22_Per_Imp_1,22_RT_First Click,22_RT_Last Click,22_RT_Page Submit,22_RT_Click Count,23_Per_Imp_1,23_RT_First Click,23_RT_Last Click,23_RT_Page Submit,23_RT_Click Count,24_Per_Imp_1,24_RT_First Click,24_RT_Last Click,24_RT_Page Submit,24_RT_Click Count,25_Per_Imp_1,25_RT_First Click,25_RT_Last Click,25_RT_Page Submit,25_RT_Click Count,26_Per_Imp_1,26_RT_First Click,26_RT_Last Click,26_RT_Page Submit,26_RT_Click Count,27_Per_Imp_1,27_RT_First Click,27_RT_Last Click,27_RT_Page Submit,27_RT_Click Count,28_Per_Imp_1,28_RT_First Click,28_RT_Last Click,28_RT_Page Submit,28_RT_Click Count,29_Per_Imp_1,29_RT_First Click,29_RT_Last Click,29_RT_Page Submit,29_RT_Click Count,30_Per_Imp_1,30_RT_First Click,30_RT_Last Click,30_RT_Page Submit,30_RT_Click Count,1_Gen_Imp_1,1_RT_First Click,1_RT_Last Click,1_RT_Page Submit,1_RT_Click Count,2_Gen_Imp_1,2_RT_First Click,2_RT_Last Click,2_RT_Page Submit,2_RT_Click Count,3_Gen_Imp_1,3_RT_First Click,3_RT_Last Click,3_RT_Page Submit,3_RT_Click Count,4_Gen_Imp_1,4_RT_First Click,4_RT_Last Click,4_RT_Page Submit,4_RT_Click Count,5_Gen_Imp_1,5_RT_First Click,5_RT_Last Click,5_RT_Page Submit,5_RT_Click Count,6_Gen_Imp_1,6_RT_First Click,6_RT_Last Click,6_RT_Page Submit,6_RT_Click Count,7_Gen_Imp_1,7_RT_First Click,7_RT_Last Click,7_RT_Page Submit,7_RT_Click Count,8_Gen_Imp_1,8_RT_First Click,8_RT_Last Click,8_RT_Page Submit,8_RT_Click Count,9_Gen_Imp_1,9_RT_First Click,9_RT_Last Click,9_RT_Page Submit,9_RT_Click Count,10_Gen_Imp_1,10_RT_First Click,10_RT_Last Click,10_RT_Page Submit,10_RT_Click Count,11_Gen_Imp_1,11_RT_First Click,11_RT_Last Click,11_RT_Page Submit,11_RT_Click Count,12_Gen_Imp_1,12_RT_First Click,12_RT_Last Click,12_RT_Page Submit,12_RT_Click Count,13_Gen_Imp_1,13_RT_First Click,13_RT_Last Click,13_RT_Page Submit,13_RT_Click Count,14_Gen_Imp_1,14_RT_First Click,14_RT_Last Click,14_RT_Page Submit,14_RT_Click Count,15_Gen_Imp_1,15_RT_First Click,15_RT_Last Click,15_RT_Page Submit,15_RT_Click Count,16_Gen_Imp_1,16_RT_First Click,16_RT_Last Click,16_RT_Page Submit,16_RT_Click Count,17_Gen_Imp_1,17_RT_First Click,17_RT_Last Click,17_RT_Page Submit,17_RT_Click Count,18_Gen_Imp_1,18_RT_First Click,18_RT_Last Click,18_RT_Page Submit,18_RT_Click Count,19_Gen_Imp_1,19_RT_First Click,19_RT_Last Click,19_RT_Page Submit,19_RT_Click Count,20_Gen_Imp_1,20_RT_First Click,20_RT_Last Click,20_RT_Page Submit,20_RT_Click Count,21_Gen_Imp_1,21_RT_First Click,21_RT_Last Click,21_RT_Page Submit,21_RT_Click Count,22_Gen_Imp_1,22_RT_First Click,22_RT_Last Click,22_RT_Page Submit,22_RT_Click Count,23_Gen_Imp_1,23_RT_First Click,23_RT_Last Click,23_RT_Page Submit,23_RT_Click Count,24_Gen_Imp_1,24_RT_First Click,24_RT_Last Click,24_RT_Page Submit,24_RT_Click Count,25_Gen_Imp_1,25_RT_First Click,25_RT_Last Click,25_RT_Page Submit,25_RT_Click Count,26_Gen_Imp_1,26_RT_First Click,26_RT_Last Click,26_RT_Page Submit,26_RT_Click Count,27_Gen_Imp_1,27_RT_First Click,27_RT_Last Click,27_RT_Page Submit,27_RT_Click Count,28_Gen_Imp_1,28_RT_First Click,28_RT_Last Click,28_RT_Page Submit,28_RT_Click Count,29_Gen_Imp_1,29_RT_First Click,29_RT_Last Click,29_RT_Page Submit,29_RT_Click Count,30_Gen_Imp_1,30_RT_First Click,30_RT_Last Click,30_RT_Page Submit,30_RT_Click Count,GC,Group,Treatment,Eng
521,R_XH4GGc3xO9oVa2R,5eaeddb6a7e04f5af6b3e879,57,Female,25,5.657,7.242,8.257,4,35,6.301,6.301,7.345,1,15,6.286,7.385,7.783,2,9,5.398,6.384,7.737,2,8,11.255,11.255,12.299,1,4,6.397,6.397,8.045,1,39,12.513,12.513,13.996,1,51,7.487,7.487,9.268,1,12,7.768,7.768,9.028,1,2,6.233,6.233,7.576,1,99,5.544,5.544,6.625,1,9,11.124,11.124,12.653,1,99,7.092,7.092,7.96,1,98,5.063,5.063,6.058,1,75,6.67,6.67,7.732,1,79,6.965,9.184,10.419,3,0,7.034,7.034,8.724,1,81,8.073,8.073,9.193,1,53,6.864,6.864,8.172,1,33,7.601,7.601,8.791,1,76,9.983,9.983,10.871,1,68,6.934,6.934,8.381,1,11,5.879,5.879,7.224,1,100,4.68,4.68,5.918,1,38,8.541,8.541,9.556,1,40,13.492,13.492,14.79,1,24,12.236,17.032,19.009,4,51,8.228,9.358,10.672,2,0,11.356,11.356,16.679,1,2,4.93,4.93,6.001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Self,Self-Other,Yes.
733,R_3DpaF6dKt90kZc4,5c30bae126d1c6000195f249,38,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,16.121,18.073,18.765,5,0,5.969,5.969,7.551,1,24,25.103,25.103,26.093,1,23,15.638,15.638,17.228,1,51,1.028,1.028,9.823,1,51,21.751,22.208,23.126,2,0,18.958,27.215,28.074,3,50,1.329,2.511,5.991,2,50,4.22,5.34,6.192,2,0,4.182,5.783,6.677,3,49,4.768,4.768,5.924,1,24,12.337,13.793,14.776,3,0,33.259,37.189,38.028,5,49,5.069,5.069,5.876,1,50,1.029,6.382,8.485,4,49,12.937,13.806,14.468,2,0,16.455,18.694,19.699,4,51,5.444,5.444,6.451,1,51,5.752,5.752,7.172,1,26,22.678,24.903,26.155,3,26,19.602,22.545,23.22,4,51,5.364,5.364,6.361,1,21,7.978,7.978,9.067,1,50,29.493,30.367,31.454,3,26,7.444,7.444,8.552,1,50,84.198,89.67,90.354,3,24,11.996,11.996,13.101,1,51,26.563,27.747,28.497,3,1,12.562,12.562,14,1,0,4.833,5.755,6.771,3,79,Other,Self-Other,Yes.
660,R_2dZx0yeJcyvxY0e,5e7cd07f01c12f05924ac699,23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,9.296,9.296,10.286,1,5,15.462,17.377,18.472,2,7,7.733,8.888,9.997,3,6,33.342,33.342,34.644,1,50,11.733,11.733,12.622,1,71,8.424,8.424,9.214,1,5,5.514,8.113,9.648,5,72,8.842,12.665,13.229,4,6,3.854,3.854,5.298,1,0,6.251,9.267,10.558,4,51,7.807,7.807,8.646,1,6,11.991,11.991,12.865,1,50,19.85,25.862,26.709,2,69,7.916,7.916,8.688,1,49,9.773,11.277,12.25,2,7,8.342,8.342,9.2,1,7,9.228,10.961,12.1,2,65,22.45,22.45,23.478,1,7,13.732,13.732,14.879,1,5,9.155,9.926,10.996,2,9,7.778,7.778,8.982,1,61,42.425,42.425,44.484,1,4,7.633,8.099,10.818,2,59,9.338,9.338,10.333,1,31,88,91.739,92.585,2,70,9.194,9.194,10.352,1,6,9.192,10.248,11.218,2,22,13.633,13.633,14.591,1,7,8.614,8.614,9.67,1,5,7.786,7.786,8.862,1,70,Other,Self-Other,Yes.
554,R_1MRrGAYs0IfD6lb,5dd0ab7e35cf74181e440f6d,51,Male,0,10.004,11.121,12.65,2,0,6.289,7.364,9.869,2,0,6.233,6.233,8.578,1,0,4.632,4.632,6.584,1,19,31.242,31.242,33.047,1,0,7.752,7.752,9.372,1,0,10.835,12.337,17.818,2,34,13.665,13.665,14.95,1,23,5.804,7.666,8.94,2,0,5.68,5.68,7.089,1,49,8.08,8.08,9.69,1,0,7.858,7.858,9.358,1,50,8.215,9.325,10.614,2,0,10.346,10.346,12.514,1,50,9.536,9.536,11.093,1,4,17.17,17.17,18.7,1,0,11.533,12.562,14.775,2,50,14.548,14.548,16.506,1,0,9.716,9.716,11.393,1,0,7.381,7.381,9.189,1,2,13.911,18.48,20.362,3,0,14.508,14.508,16.462,1,0,8.387,10.151,12.474,3,100,8.938,8.938,14.851,1,1,5.237,5.237,7.029,1,0,7.368,7.368,9.851,1,0,7.943,7.943,9.558,1,0,13.974,13.974,15.45,1,0,5.667,5.667,7.055,1,0,5.77,5.77,7.714,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Self,Self-Other,Yes.
765,R_10YuM6qexWAb9K7,5e7772003da1362dc44fdea9,24,Female,62,10.888,10.888,12.054,1,27,9.17,9.17,10.519,1,71,6.305,6.305,7.365,1,92,6.111,8.016,8.963,2,24,10.395,10.395,11.426,1,95,14.053,14.864,15.82,2,51,9.102,9.102,10.356,1,76,131.862,131.862,132.774,1,13,8.024,8.024,9.099,1,50,6.198,8.945,10.306,2,80,7.273,7.273,8.692,1,22,8.854,8.854,10.834,1,94,3.639,7.043,8.087,2,76,4.177,5.275,6.663,2,97,4.229,5.503,6.495,2,84,82.733,83.648,84.832,2,78,7.18,8.085,9.201,2,97,3.989,9.221,10.191,3,98,3.836,6.888,7.811,3,81,6.156,6.156,9.313,1,52,94.385,94.385,96.145,1,50,12.155,12.155,14.903,1,75,7.324,7.324,8.853,1,100,5.654,5.654,6.827,1,96,5.193,5.193,6.1,1,76,5.631,6.498,7.693,2,83,5.749,5.749,6.985,1,75,3.893,3.893,6.392,1,61,25.397,25.397,28.027,1,77,7.059,8.334,9.314,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,Self,Self-Other,"No, it's my second language."
593,R_1rk9IoRKEIlDoys,5ede418ca9b96f06161a20e0,23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,7.814,8.413,9.548,2,67,22.606,22.606,23.592,1,57,5.92,5.92,7.206,1,83,3.091,3.091,4.36,1,70,14.894,14.894,15.748,1,16,11.973,13.635,14.543,4,88,4.939,4.939,6.053,1,77,3.796,3.796,4.741,1,29,9.913,9.913,11.005,1,78,8.783,9.287,10.261,2,90,4.735,6.639,7.47,3,69,6.883,7.491,8.467,2,80,69.161,69.161,70.032,1,87,5.339,5.339,6.358,1,87,4.579,4.579,5.541,1,81,4.78,8.776,9.579,4,27,6.539,8.759,9.86,5,86,4.126,4.924,6.079,2,72,8.793,8.793,9.603,1,72,4.276,4.276,5.392,1,91,8.242,8.242,9.184,1,61,8.697,8.697,9.783,1,36,6.258,6.753,7.754,2,65,36.714,36.714,37.666,1,77,2.713,3.472,4.79,2,42,14.507,15.502,15.998,2,59,7.592,7.592,8.723,1,85,5.332,5.332,6.3,1,25,9.322,10.394,11.505,4,74,58.376,59.345,60.349,3,83,Other,Self-Other,Yes.
385,R_3s48BHPvobDzuDM,592c6c1342957b00019db951,43,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.672,5.973,6.787,2,0,4.568,5.806,6.537,2,3,3.935,3.935,4.747,1,0,4.688,4.688,5.559,1,0,6.324,6.324,7.117,1,21,4.739,4.739,5.619,1,0,7.676,8.752,9.486,2,11,6.536,16.004,16.94,4,0,5.217,7.084,8.005,3,0,5.238,7.289,8.201,3,70,7.72,7.72,8.401,1,0,10.191,12.945,13.696,3,7,5.224,5.224,5.951,1,13,5.57,8.418,9.151,3,0,5.884,6.951,7.99,2,0,5.958,7.021,7.64,2,0,5.934,8.275,9.051,3,0,9.509,9.509,10.558,1,6,5.743,5.743,6.541,1,0,7.379,7.379,11.227,1,0,8.055,8.055,9.886,1,16,6.241,6.241,9.308,1,1,7.802,7.802,8.618,1,14,3.857,3.857,4.584,1,0,6.445,6.445,7.392,1,0,6.819,6.819,7.732,1,0,5.6,5.6,6.3,1,0,4.594,4.594,5.36,1,0,4.944,4.944,5.877,1,0,3.916,3.916,4.699,1,52,Other,Self-Other,"No, it's my second language."
574,R_1ptH1474fuW5ULi,584ab3c31f819a00018695e3,48,Male,27,11.763,11.763,12.942,1,0,6.351,6.351,7.374,1,25,5.401,5.401,6.626,1,25,8.271,8.271,9.484,1,52,32.734,34.68,35.95,2,50,9.374,9.374,11.184,1,26,7.731,7.731,9.371,1,0,6.24,6.24,7.398,1,0,4.928,4.928,6.129,1,0,5.301,5.301,6.606,1,70,7.565,7.565,8.509,1,50,6.223,6.223,7.481,1,50,5.618,5.618,6.529,1,0,40.077,40.776,42.855,2,51,5.495,5.495,6.764,1,51,6.194,6.194,7.329,1,27,6.603,6.603,7.738,1,71,11.649,11.649,12.569,1,24,6.372,6.372,7.35,1,22,6.297,6.297,7.33,1,51,7.442,7.442,8.632,1,74,6.022,6.022,7.495,1,0,5.63,6.237,7.429,2,51,5.839,5.839,7.062,1,29,8.38,8.38,9.504,1,50,7.841,7.841,8.907,1,25,15.068,15.068,16.338,1,0,51.69,52.624,53.725,2,0,7.987,7.987,9.638,1,0,29.624,30.456,31.445,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Self,Self-Other,Yes.
521,R_2CesYtpc1HT8PbB,5a056c61728b1b0001ad8eb7,29,Female,1,2.753,3.532,5.244,2,0,4.538,4.538,5.786,1,24,3.03,4.81,5.967,4,0,4.445,5.322,6.433,2,66,1.932,3.276,7.428,3,27,3.867,3.867,7.682,1,24,3.001,4.409,5.446,3,11,3.388,5.705,6.568,3,1,2.157,2.157,3.317,1,0,2.538,4.284,5.261,4,78,2.702,2.702,4.348,1,7,1.918,1.918,3.787,1,0,2.182,6.328,7.19,3,88,3.808,4.621,5.684,2,3,2.848,6.216,7.173,4,74,5.638,6.324,7.999,3,14,1.225,3.853,4.117,4,83,2.835,3.25,4.546,2,51,3.959,3.959,4.995,1,0,3.413,3.413,4.555,1,91,1.832,3.358,5.163,3,76,7.053,7.053,8.194,1,1,1.78,1.78,2.815,1,73,10.568,10.568,11.434,1,50,4.687,4.687,7.331,1,19,3.881,3.881,4.975,1,24,1.308,4.107,5.047,4,51,2.979,4.882,5.601,5,0,5.436,5.436,6.265,1,1,1.669,1.669,3.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,Self,Self-Other,Yes.
277,R_1QyZeNhyZt14Cv1,5bfd21afbc47a000016b8da7,36,Female,0,3.287,4.943,6.426,2,0,1.763,2.275,3.085,2,0,6.939,6.939,8.035,1,0,2.812,2.812,3.766,1,1,9.238,9.286,10.095,2,0,1.497,1.497,2.459,1,0,2.975,4.232,5.209,2,30,3.993,3.993,5.508,1,0,2.246,2.246,3.239,1,0,1.557,1.557,2.802,1,0,1.673,1.673,2.631,1,0,2.868,2.868,4.415,1,0,2.449,2.449,3.724,1,0,1.66,1.66,2.67,1,0,3.585,5.593,6.451,2,0,2.39,3.814,4.456,2,0,3.208,3.208,5.553,1,100,8.673,9.642,11.265,2,0,2.008,2.008,3.13,1,0,5.17,5.17,6.253,1,96,8.039,8.039,8.735,1,28,6.727,7.448,8.369,2,0,2.169,4.264,5.08,2,0,4.507,5.236,6.053,2,0,2.797,2.797,4.599,1,0,7.439,7.439,8.47,1,0,2.359,2.359,5.88,1,0,9.448,9.448,11.104,1,0,1.793,1.793,2.843,1,0,2.414,2.414,3.141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Self,Self-Other,Yes.
408,R_3MyAclNs2LVF56G,5edf878332e230257937edd1,42,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4.56,4.56,5.195,1,7,11.302,11.302,11.955,1,53,5.316,6.776,7.427,2,9,4.382,4.382,5.026,1,5,11.701,11.701,12.455,1,60,8.109,8.109,8.749,1,15,5.192,5.192,5.825,1,57,4.931,5.887,6.596,2,56,3.774,3.774,4.377,1,86,4.7,4.7,5.292,1,100,7.237,7.237,8.045,1,9,10.9,10.9,11.52,1,77,5.741,5.741,6.309,1,76,4.709,4.709,5.443,1,78,4.448,5.401,6.051,2,51,8.138,8.138,8.843,1,17,5.724,5.724,6.4,1,57,7.978,7.978,8.7,1,62,7.844,7.844,8.439,1,49,6.65,8.044,8.744,2,50,10.912,10.912,12.606,1,58,5.351,5.351,6.117,1,85,7.28,7.28,7.88,1,84,4.632,4.632,5.18,1,61,11.362,11.362,12.028,1,55,10.937,10.937,12.182,1,52,10.256,11.185,13.195,2,4,6.489,6.489,7.215,1,73,18.415,19.037,19.622,2,29,5.326,5.964,6.662,2,90,Other,Self-Other,Yes.
353,R_yQHFeGk8JzNy7Lj,5cde8864a147210015aefe63,45,Female,0,7.66,9.174,10.146,2,0,5.02,7.656,8.812,3,0,4.695,6.879,8.036,2,0,4.509,6.056,6.944,2,51,6.723,6.723,7.59,1,50,4.867,4.867,6.535,1,0,4.669,5.995,6.833,2,23,3.13,4.075,4.993,2,49,4.69,4.69,5.856,1,0,3.734,4.82,5.946,2,49,3.721,3.721,4.7,1,0,2.541,3.806,4.733,2,49,6.606,6.606,7.775,1,27,4.596,5.949,7.058,2,49,4.825,4.825,6.469,1,0,2.748,3.696,4.675,2,0,3.273,4.689,5.718,2,24,6.57,8.733,9.752,3,0,5.382,7.872,8.766,3,0,3.352,4.324,5.438,2,0,4.532,6.388,7.37,2,70,5.173,6.821,7.821,2,0,8.771,10.462,11.585,2,81,4.018,5.844,6.693,2,0,4.189,5.213,6.254,2,0,3.873,4.716,5.822,2,0,5.463,8.329,9.222,3,0,3.63,5.228,6.216,2,3,4.083,4.955,6.165,2,0,6.655,8.018,9.366,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,Self,Self-Other,Yes.
568,R_3hm72p9ycRz705R,5e766b0ba02ca51dfa1de797,57,Male,0,7.542,7.542,8.469,1,0,3.174,5.26,6.349,4,17,2.827,2.827,3.478,1,37,12.19,12.19,12.875,1,84,10.31,10.31,11.013,1,35,5.298,5.298,5.986,1,9,3.743,10.717,12.196,2,17,4.965,4.965,5.675,1,12,11.298,11.298,12.043,1,19,25.207,25.978,26.701,2,38,8.629,8.629,9.57,1,44,3.713,3.713,4.35,1,0,3.679,3.679,4.636,1,30,4.086,4.782,5.434,2,0,37.202,37.202,38.937,1,15,3.409,3.409,4.18,1,0,3.345,3.902,4.914,2,25,6.701,7.406,8.207,2,8,2.984,2.984,3.771,1,69,7.727,8.448,9.166,2,71,8.538,8.538,9.241,1,100,3.106,3.835,4.554,2,9,5.944,15.234,16.242,7,89,11.756,11.756,13.013,1,72,5.892,5.892,6.53,1,26,10.841,10.841,11.688,1,19,4.739,4.739,5.449,1,39,9.459,10.35,11.105,2,0,9.831,9.831,10.88,1,7,22.84,24.089,24.715,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,Self,Self-Other,Yes.
449,R_1mIe9xaX8p0nFuz,5ed2cc88e227c8258857255c,34,Male,5,1.946,1.946,10.969,1,7,1.916,2.518,3.817,2,89,2.562,2.562,5.064,1,8,4.014,4.014,5.869,1,17,3.62,3.62,6.851,1,12,2.755,4.132,5.3,2,12,1.262,2.285,3.694,2,50,1.32,4.155,6.344,2,26,4.543,5.78,7.439,2,7,2.009,2.009,3.081,1,91,4.057,5.42,10.681,2,6,2.032,2.771,3.794,2,81,1.728,4.985,7.345,2,7,1.465,3.62,5.29,2,26,4.09,7.366,8.562,2,3,1.745,3.623,4.253,3,6,1.563,1.563,2.936,1,14,4.33,4.33,6.188,1,9,17.278,19.67,22.57,2,4,2.164,2.164,3.849,1,5,4.336,4.336,5.585,1,0,6.153,6.153,7.633,1,1,3.5,4.969,6.53,2,92,3.502,4.772,6.147,2,10,4.999,4.999,5.901,1,9,1.4,5.334,6.021,2,50,1.087,5.821,7.336,3,4,39.902,41.108,42.246,2,5,1.9,1.9,3.387,1,1,3.105,3.829,4.84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,Self,Self-Other,"No, it's my second language."
552,R_Wwk1hORfo5F5rnH,5ef899583d2f1500086cb65e,24,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,9.647,9.647,12.202,1,0,7.27,9.713,11.11,2,22,6.467,9.087,10.525,2,0,6.591,6.591,8.22,1,21,18.735,18.735,20.208,1,0,8.912,8.912,10.448,1,5,13.637,13.637,15.299,1,21,9.936,9.936,11.304,1,0,6.824,6.824,8.121,1,0,5.49,5.49,8.693,1,65,8.652,8.652,11.186,1,23,8.127,8.127,10.362,1,24,10.767,10.767,12.275,1,0,10.427,10.427,11.98,1,23,7.375,7.375,11.213,1,35,8.453,10.147,13.8,3,0,6.402,6.402,8.4,1,25,13.862,18.612,20.212,3,9,9.497,9.497,11.499,1,13,14.191,14.191,16.875,1,0,8.331,8.331,9.962,1,0,12.572,12.572,14.373,1,0,4.951,4.951,7.016,1,50,6.863,11.413,12.772,4,22,6.385,6.385,7.832,1,50,9.657,9.657,11.219,1,0,8.779,8.779,14.142,1,0,12.625,12.625,14.436,1,0,10.368,10.368,12.216,1,0,5.869,7.103,9.004,2,100,Other,Self-Other,Yes.
