Duration (in seconds),ResponseId,P_ID,Age,Gender,1_Per_Imp_1,1_RT_First Click,1_RT_Last Click,1_RT_Page Submit,1_RT_Click Count,2_Per_Imp_1,2_RT_First Click,2_RT_Last Click,2_RT_Page Submit,2_RT_Click Count,3_Per_Imp_1,3_RT_First Click,3_RT_Last Click,3_RT_Page Submit,3_RT_Click Count,4_Per_Imp_1,4_RT_First Click,4_RT_Last Click,4_RT_Page Submit,4_RT_Click Count,5_Per_Imp_1,5_RT_First Click,5_RT_Last Click,5_RT_Page Submit,5_RT_Click Count,6_Per_Imp_1,6_RT_First Click,6_RT_Last Click,6_RT_Page Submit,6_RT_Click Count,7_Per_Imp_1,7_RT_First Click,7_RT_Last Click,7_RT_Page Submit,7_RT_Click Count,8_Per_Imp_1,8_RT_First Click,8_RT_Last Click,8_RT_Page Submit,8_RT_Click Count,9_Per_Imp_1,9_RT_First Click,9_RT_Last Click,9_RT_Page Submit,9_RT_Click Count,10_Per_Imp_1,10_RT_First Click,10_RT_Last Click,10_RT_Page Submit,10_RT_Click Count,11_Per_Imp_1,11_RT_First Click,11_RT_Last Click,11_RT_Page Submit,11_RT_Click Count,12_Per_Imp_1,12_RT_First Click,12_RT_Last Click,12_RT_Page Submit,12_RT_Click Count,13_Per_Imp_1,13_RT_First Click,13_RT_Last Click,13_RT_Page Submit,13_RT_Click Count,14_Per_Imp_1,14_RT_First Click,14_RT_Last Click,14_RT_Page Submit,14_RT_Click Count,15_Per_Imp_1,15_RT_First Click,15_RT_Last Click,15_RT_Page Submit,15_RT_Click Count,16_Per_Imp_1,16_RT_First Click,16_RT_Last Click,16_RT_Page Submit,16_RT_Click Count,17_Per_Imp_1,17_RT_First Click,17_RT_Last Click,17_RT_Page Submit,17_RT_Click Count,18_Per_Imp_1,18_RT_First Click,18_RT_Last Click,18_RT_Page Submit,18_RT_Click Count,19_Per_Imp_1,19_RT_First Click,19_RT_Last Click,19_RT_Page Submit,19_RT_Click Count,20_Per_Imp_1,20_RT_First Click,20_RT_Last Click,20_RT_Page Submit,20_RT_Click Count,21_Per_Imp_1,21_RT_First Click,21_RT_Last Click,21_RT_Page Submit,21_RT_Click Count,22_Per_Imp_1,22_RT_First Click,22_RT_Last Click,22_RT_Page Submit,22_RT_Click Count,23_Per_Imp_1,23_RT_First Click,23_RT_Last Click,23_RT_Page Submit,23_RT_Click Count,24_Per_Imp_1,24_RT_First Click,24_RT_Last Click,24_RT_Page Submit,24_RT_Click Count,25_Per_Imp_1,25_RT_First Click,25_RT_Last Click,25_RT_Page Submit,25_RT_Click Count,26_Per_Imp_1,26_RT_First Click,26_RT_Last Click,26_RT_Page Submit,26_RT_Click Count,27_Per_Imp_1,27_RT_First Click,27_RT_Last Click,27_RT_Page Submit,27_RT_Click Count,28_Per_Imp_1,28_RT_First Click,28_RT_Last Click,28_RT_Page Submit,28_RT_Click Count,29_Per_Imp_1,29_RT_First Click,29_RT_Last Click,29_RT_Page Submit,29_RT_Click Count,30_Per_Imp_1,30_RT_First Click,30_RT_Last Click,30_RT_Page Submit,30_RT_Click Count,1_Gen_Imp_1,1_RT_First Click,1_RT_Last Click,1_RT_Page Submit,1_RT_Click Count,2_Gen_Imp_1,2_RT_First Click,2_RT_Last Click,2_RT_Page Submit,2_RT_Click Count,3_Gen_Imp_1,3_RT_First Click,3_RT_Last Click,3_RT_Page Submit,3_RT_Click Count,4_Gen_Imp_1,4_RT_First Click,4_RT_Last Click,4_RT_Page Submit,4_RT_Click Count,5_Gen_Imp_1,5_RT_First Click,5_RT_Last Click,5_RT_Page Submit,5_RT_Click Count,6_Gen_Imp_1,6_RT_First Click,6_RT_Last Click,6_RT_Page Submit,6_RT_Click Count,7_Gen_Imp_1,7_RT_First Click,7_RT_Last Click,7_RT_Page Submit,7_RT_Click Count,8_Gen_Imp_1,8_RT_First Click,8_RT_Last Click,8_RT_Page Submit,8_RT_Click Count,9_Gen_Imp_1,9_RT_First Click,9_RT_Last Click,9_RT_Page Submit,9_RT_Click Count,10_Gen_Imp_1,10_RT_First Click,10_RT_Last Click,10_RT_Page Submit,10_RT_Click Count,11_Gen_Imp_1,11_RT_First Click,11_RT_Last Click,11_RT_Page Submit,11_RT_Click Count,12_Gen_Imp_1,12_RT_First Click,12_RT_Last Click,12_RT_Page Submit,12_RT_Click Count,13_Gen_Imp_1,13_RT_First Click,13_RT_Last Click,13_RT_Page Submit,13_RT_Click Count,14_Gen_Imp_1,14_RT_First Click,14_RT_Last Click,14_RT_Page Submit,14_RT_Click Count,15_Gen_Imp_1,15_RT_First Click,15_RT_Last Click,15_RT_Page Submit,15_RT_Click Count,16_Gen_Imp_1,16_RT_First Click,16_RT_Last Click,16_RT_Page Submit,16_RT_Click Count,17_Gen_Imp_1,17_RT_First Click,17_RT_Last Click,17_RT_Page Submit,17_RT_Click Count,18_Gen_Imp_1,18_RT_First Click,18_RT_Last Click,18_RT_Page Submit,18_RT_Click Count,19_Gen_Imp_1,19_RT_First Click,19_RT_Last Click,19_RT_Page Submit,19_RT_Click Count,20_Gen_Imp_1,20_RT_First Click,20_RT_Last Click,20_RT_Page Submit,20_RT_Click Count,21_Gen_Imp_1,21_RT_First Click,21_RT_Last Click,21_RT_Page Submit,21_RT_Click Count,22_Gen_Imp_1,22_RT_First Click,22_RT_Last Click,22_RT_Page Submit,22_RT_Click Count,23_Gen_Imp_1,23_RT_First Click,23_RT_Last Click,23_RT_Page Submit,23_RT_Click Count,24_Gen_Imp_1,24_RT_First Click,24_RT_Last Click,24_RT_Page Submit,24_RT_Click Count,25_Gen_Imp_1,25_RT_First Click,25_RT_Last Click,25_RT_Page Submit,25_RT_Click Count,26_Gen_Imp_1,26_RT_First Click,26_RT_Last Click,26_RT_Page Submit,26_RT_Click Count,27_Gen_Imp_1,27_RT_First Click,27_RT_Last Click,27_RT_Page Submit,27_RT_Click Count,28_Gen_Imp_1,28_RT_First Click,28_RT_Last Click,28_RT_Page Submit,28_RT_Click Count,29_Gen_Imp_1,29_RT_First Click,29_RT_Last Click,29_RT_Page Submit,29_RT_Click Count,30_Gen_Imp_1,30_RT_First Click,30_RT_Last Click,30_RT_Page Submit,30_RT_Click Count,GC,Group,Treatment,Eng
552,R_10CrAR0pl13VXhJ,5cb8b8e75d5e12001a219ec4,23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1.557,8.29,9.043,4,21,7.236,9.404,9.441,4,79,2.353,4.013,4.657,2,71,2.181,4.201,4.974,3,77,1.338,7.859,8.423,3,35,11.493,12.971,13.976,3,46,5.297,7.156,7.101,3,41,5.572,8.42,9.158,2,75,7.008,7.9,8.588,2,9,4.177,6.637,7.348,3,99,2.824,4.932,5.628,3,43,4.855,6.151,7.081,3,97,70.28,72.101,72.766,3,99,8.235,11.649,12.267,2,94,4.995,5.987,6.522,2,35,11.376,21.477,22.202,3,37,18.787,22.14,22.84,4,60,6.152,8.041,8.815,3,92,5.011,6.047,6.592,2,19,4.485,5.909,6.877,2,64,9.104,11.402,12.64,3,98,2.151,3.298,3.941,2,26,4.702,6.976,7.687,4,86,4.155,6.523,7.141,4,82,4.836,6.9,7.476,3,61,6.17,7.188,7.948,2,74,7.311,8.227,9.112,2,13,9.623,12.123,13.466,4,15,3.951,5.922,6.664,3,31,15.282,16.675,17.492,2,33,Other,VAS,Yes.
1191,R_1oyXHhPlgXYbKF1,5cb6d1f052580f0017767873,41,Male,100,7.257,7.257,8.076,1,100,5.029,5.029,5.87,1,100,4.856,4.856,6.665,1,100,38.412,38.412,39.189,1,100,11.058,11.61,12.451,2,52,13.589,13.589,14.499,1,100,18.461,18.461,19.405,1,100,3.027,3.027,4.05,1,100,350.215,350.215,350.825,1,0,118.376,118.376,119.225,1,100,2.526,2.526,3.249,1,100,33.616,34.502,34.874,2,100,12.794,12.794,14.49,1,100,10.883,10.883,11.748,1,100,11.845,11.845,12.556,1,100,4.182,4.182,4.989,1,100,3.076,4.525,5.192,3,100,2.245,2.245,3.214,1,100,6.848,13.411,14.485,2,100,49.971,49.971,51.172,1,100,7.629,7.629,8.456,1,100,14.89,14.89,16.232,1,100,2.675,3.819,4.131,2,100,3.297,3.297,4.026,1,100,7.568,7.568,8.438,1,100,1.822,1.822,3.407,1,100,90.441,90.441,91.211,1,100,2.217,2.217,4.307,1,100,7.649,7.649,8.369,1,100,10.497,10.497,11.147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Self,VAS,Yes.
483,R_21EOU0NYwOGHMoz,5e2ff7565cd6b4000b451ad0,23,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6.187,9.609,10.448,3,23,7.363,8.658,9.418,2,38,6.027,8.843,9.495,4,50,5.594,5.594,6.424,1,50,9.496,25.581,26.152,8,26,21.982,23.729,25.299,2,5,6.995,19.895,20.678,6,63,5.708,6.643,8.48,3,50,7.444,9.253,9.526,3,6,9.829,9.829,11.108,1,72,12.344,12.344,18.542,1,57,7.052,16.965,17.864,3,86,11.921,11.921,12.823,1,8,7.746,7.977,9.377,2,80,6.756,7.953,8.925,3,74,2.854,7.889,8.227,3,13,7.264,8.778,9.076,4,59,10.463,20.442,21.066,4,82,3.768,8.191,8.8,4,36,2.518,9.849,10.855,2,56,4.197,13.164,14.061,3,50,10.561,10.561,11.211,1,10,5.304,6.167,6.879,2,81,5.878,8.138,9.066,3,14,8.198,11.994,12.727,3,50,4.204,11.97,12.782,3,38,6.564,8.016,8.688,3,49,5.676,15.412,16.796,5,9,4.986,4.986,6.306,1,16,8.212,10.295,11.272,2,75,Other,VAS,Yes.
583,R_28Ty7prGoq4dr7u,579ba9ee900cc80001d2f5fb,34,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.927,6.927,8.124,1,0,3.952,5.852,6.76,2,12,4.525,4.525,6.852,1,0,3.715,4.1,5.262,2,13,9.768,10.523,12.128,2,0,5.188,5.188,6.216,1,0,10.201,10.552,11.646,2,9,10.488,10.488,11.596,1,14,6.324,6.324,7.296,1,0,3.866,3.866,5.605,1,7,6.82,6.82,8.101,1,0,4.63,4.63,6.158,1,86,11.04,11.04,14.502,1,9,5.106,5.106,6.056,1,0,3.165,3.165,4.176,1,0,2.178,2.178,3.443,1,0,4.772,4.772,6.264,1,13,97.201,98.303,101.549,2,24,8.25,8.748,10.69,2,0,8.175,8.716,10.227,2,28,11.196,22.405,23.537,4,30,4.516,7.215,9.184,3,0,4.544,4.996,6.073,2,23,5.583,7.779,8.72,3,4,7.38,7.38,10.304,1,0,7.851,7.851,13.672,1,6,14.679,21.124,24.686,2,11,108.538,111.127,112.294,3,0,4.589,4.589,5.846,1,0,2.594,2.594,6.292,1,89,Other,VAS,Yes.
934,R_3lQbDMMkJHrdIuQ,5c49c1c5011bc80001ce34f7,32,Female,89,16.433,16.433,17.836,1,0,18.742,20.427,21.517,2,76,9.516,9.516,12.86,1,50,17.1,17.1,18.255,1,7,13.564,13.564,14.983,1,64,7.705,10.009,11.014,3,0,12.416,13.248,14.363,2,72,11.701,15.272,16.36,3,52,7.838,7.838,19.298,1,0,12.491,14.953,18.929,3,76,15.032,15.032,16.052,1,49,42.421,43.576,45.25,2,87,54.242,56.499,57.274,2,77,106.646,106.646,107.909,1,80,8.582,11.668,15.793,3,100,7.767,9.06,10.13,2,0,5.774,5.774,6.667,1,88,15.314,17.349,18.206,3,60,12.673,13.989,15.045,2,69,10.022,10.022,11.042,1,71,12.046,12.046,13.139,1,52,8.501,8.501,9.485,1,32,31.251,32.598,33.639,2,92,6.663,7.833,11.138,2,86,11.968,14.366,15.108,3,51,48.711,52.278,53.268,4,49,7.86,7.86,8.913,1,49,17.134,17.134,18.455,1,0,8.089,8.764,9.8,2,28,12.429,12.429,13.616,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,Self,VAS,Yes.
429,R_1cYq9ktZcy4NV6x,5ed1463ba41e260775f2ec6c,35,Male,0,5.842,5.842,6.796,1,1,5.201,5.201,6.473,1,6,4.83,5.244,8.33,2,6,5.009,5.009,5.855,1,22,11.24,12.391,13.73,2,6,5.817,7.046,10.436,3,0,10.906,13.201,14.806,4,26,4.772,12.175,13.146,3,0,4.578,4.578,5.587,1,0,4.367,8.009,9.047,6,14,6.882,11.983,12.693,3,0,7.927,9.028,10.059,2,19,5.63,5.63,7.487,1,25,4.542,4.542,5.577,1,27,4.191,5.411,6.347,3,16,9.907,10.33,11.587,2,0,5.366,6.221,7.201,2,22,8.649,11.302,12.354,4,21,7.385,7.385,8.262,1,22,8.269,8.269,9.656,1,19,11.348,11.348,12.4,1,43,7.997,7.997,9.762,1,0,5.224,5.224,6.488,1,24,4.348,6.575,8.293,5,21,5.698,7.803,8.903,2,14,6.132,7.059,7.935,2,6,12.984,12.984,17.214,1,17,5.883,5.883,7.062,1,0,4.524,4.524,5.729,1,0,7.664,8.407,9.444,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Self,VAS,Yes.
619,R_0VuawOjSdEUACxX,5ce6c46f03043e0018135488,33,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,9.033,9.033,9.987,1,6,5.361,6.648,6.963,3,14,9.422,10.318,11.532,3,10,6.465,7.346,8.745,3,51,11.333,11.81,12.798,2,28,9.005,9.661,10.867,2,2,10.831,14.856,17.595,7,29,21.86,22.469,23.471,3,7,8.663,8.663,9.63,1,0,15.576,20.063,21.907,2,73,8.362,8.362,14.322,1,4,5.594,5.834,7.218,2,19,11.142,11.142,12.309,1,18,7.909,8.437,9.848,2,51,6.836,6.836,7.675,1,4,11.049,12.053,12.498,2,0,6.684,8.332,9.282,5,61,9.235,9.235,10.477,1,49,64.412,64.861,66.164,2,17,11.197,11.197,12.022,1,11,9.206,9.914,11.46,3,53,11.772,11.772,13.081,1,4,4.698,8.893,9.356,3,59,7.188,7.188,9.471,1,2,11.947,13.481,13.894,2,25,12.001,16.729,18.256,6,18,21.902,22.91,24.12,4,17,10.79,10.79,12.081,1,0,6.537,7.833,8.887,3,0,5.86,7.063,8.085,4,85,Other,VAS,Yes.
546,R_Aprsw6SNQEXbGsF,5eed2253706fdd133f766571,24,Female,51,10.24,11.171,12.626,2,0,2.434,7.99,9.332,10,73,6.801,8.035,9.023,2,0,1.636,2.782,3.629,2,10,6.938,6.938,7.922,1,49,6.695,6.695,7.478,1,0,2.74,4.166,5.678,3,0,2.135,6.285,7.235,4,27,11.25,11.25,14.6,1,0,3.7,4.486,5.561,2,70,6.255,6.255,7.679,1,0,73.646,76.26,77.295,5,13,6.094,6.094,7.109,1,8,7.963,9.561,10.535,2,7,3.203,3.203,4.508,1,14,3.313,3.313,4.635,1,0,2.904,5.362,6.236,4,50,9.031,9.031,10.164,1,0,9.042,10.703,11.939,3,10,6.665,6.665,7.705,1,50,12.812,12.812,13.443,1,72,11.033,12.403,13.248,2,0,7.006,7.92,8.934,2,72,4.172,4.796,5.868,2,0,3.123,4.414,5.702,3,28,7.965,7.965,9.032,1,0,1.788,4.123,5.831,2,0,2.234,3.045,3.999,2,0,2.453,3.109,4.213,2,0,1.461,3.688,4.881,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,Self,VAS,Yes.
472,R_2xEMLk4de5Tbiab,59b95c2976adf400010fcfc0,33,Male,0,14.918,15.44,16.243,2,0,3.069,3.715,5.014,2,0,4.12,5.433,6.453,2,0,4.089,6.696,7.498,6,0,13.233,15.388,16.176,5,0,7.81,8.301,9.099,2,0,2.93,3.472,4.276,2,0,8.502,8.988,9.627,2,0,3.468,4.013,4.758,2,0,4.482,6.482,6.838,5,0,8.682,10.088,11.031,4,0,3.88,4.512,5.181,2,0,6.136,6.929,7.542,3,0,3.036,3.621,5.48,2,0,2.864,3.76,4.674,3,0,13.036,16.168,16.879,5,0,7.355,8.105,14.983,2,32,18.185,18.185,19.019,1,0,8.47,9.09,10.946,2,0,11.501,12.077,12.758,2,0,9.907,10.404,11.708,2,3,23.754,24.117,25.381,2,0,2.416,3.058,4.018,2,0,9.863,11.177,11.891,4,0,5.374,7.194,8.279,4,0,4.3,5.08,5.748,3,0,10.816,13.199,13.968,5,0,3.32,3.989,5.957,2,0,3.924,4.557,8.283,2,0,2.354,2.969,3.694,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Self,VAS,Yes.
611,R_2uqV3FtowJMbo9S,5e3e8306f5f3e50dedf05fbb,55,Male,100,5.939,7.779,9.878,2,100,15.387,15.387,16.925,1,100,9.939,9.939,11.238,1,100,5.559,5.559,6.832,1,100,9.671,11.525,12.807,2,100,40.71,40.71,42.295,1,100,10.782,12.467,13.767,2,100,5.227,5.227,6.476,1,100,7.816,7.816,9.15,1,90,17.786,17.786,19.539,1,100,5.254,5.254,6.611,1,100,8.54,8.54,10.1,1,100,11.617,11.617,13.125,1,100,6.307,6.307,8.201,1,100,14.695,14.695,16.149,1,100,8.245,8.245,9.279,1,100,6.926,6.926,8.282,1,100,8.326,9.592,10.891,2,100,5.792,5.792,7.234,1,100,7.554,10.267,11.372,2,50,10.113,17.067,18.306,2,100,13.033,14.009,15.53,2,99,8.195,8.195,11.648,1,100,9.656,9.656,11.565,1,100,47.495,47.495,49.065,1,100,13.533,17.286,18.254,3,100,6.102,7.492,9.016,2,100,9.52,9.52,10.65,1,100,3.673,3.673,6.505,1,100,7.548,7.548,8.858,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,Self,VAS,Yes.
655,R_tEbtOYOhBzWfTt7,5efcdd69bc3f200f658c170c,27,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9.7,10.067,11.173,2,1,7.562,9.095,10.351,4,2,6.874,8.556,9.643,4,26,9.05,13.189,13.84,3,94,10.594,18.522,19.44,2,27,8.647,11.361,12.058,4,50,16.468,16.468,18.017,1,0,7.436,9.238,9.83,3,5,4.437,7.002,8.459,3,0,5.279,6.443,7.899,3,82,15.457,15.457,16.652,1,79,16.715,16.715,18.575,1,52,15.082,20.188,20.83,5,49,13.319,17.571,18.626,7,83,15.553,16.824,18.564,5,69,10.143,10.573,12.277,2,1,9.681,14.248,14.513,5,22,12.459,13.24,19.242,2,21,9.157,10.301,12.446,3,4,9.127,9.651,11.041,2,50,12.848,13.235,14.824,2,82,8.596,10.587,11.659,3,8,9.271,18.029,19.141,5,86,16.55,20.836,21.391,7,69,19.529,19.529,21.833,1,26,13.104,16.231,17.101,5,2,8.931,8.931,10.431,1,26,15.811,15.811,17.611,1,5,12.48,12.916,14.428,2,4,8.284,11.274,11.607,2,70,Other,VAS,Yes.
568,R_pERtCgVaYurrigN,5e5c41c4b22d9d42b78b2ebf,58,Male,29,9.546,9.546,11.766,1,8,5.993,5.993,7.899,1,33,1.789,6.155,7.685,2,8,7.679,7.679,10.676,1,51,15.203,16.722,17.894,2,8,10.075,10.075,11.776,1,0,14.833,14.833,17.8,1,40,11.835,11.835,13.092,1,1,4.871,9.927,11.504,2,3,5.801,5.801,8.291,1,81,10.854,11.736,13.098,2,6,12.76,12.76,13.931,1,70,15.324,15.324,16.838,1,93,8.235,8.235,9.232,1,82,10.274,10.274,11.678,1,53,12.62,13.533,14.88,2,28,9.454,10.16,12.205,2,52,9.896,9.896,11.53,1,53,0.647,13.209,14.318,5,8,12.167,15.805,18.497,5,51,14.934,15.758,16.779,2,34,8.979,8.979,10.455,1,19,7.957,8.733,9.949,2,75,12.591,12.591,14.773,1,25,9.045,9.045,10.482,1,28,10.012,10.012,11.431,1,74,9.101,10.101,11.57,2,42,14.625,14.625,16.091,1,3,10.054,10.054,11.754,1,2,8.711,9.257,11.458,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,Self,VAS,Yes.
682,R_0jEFMiNiBZELlyV,5c0e87f97804780001837efb,30,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.632,7.084,7.864,4,0,8.362,9.339,17.11,2,18,12.803,12.803,19.568,1,0,4.846,5.523,6.349,2,23,21.648,24.601,27.387,2,0,4.976,6.5,9.238,2,0,5.58,6.549,7.605,2,0,3.917,5.156,10.737,2,7,4.426,22.877,41.59,3,0,7.127,8.354,9.44,2,91,6.823,6.823,10.759,1,0,5.157,6.42,7.66,2,83,20.647,20.647,21.975,1,2,6.825,21.482,23.013,4,0,72.743,74.857,80.137,3,0,4.042,5.467,22.646,2,0,8.149,8.966,9.774,2,49,45.909,46.645,52.042,2,0,3.457,7.792,15.572,2,0,5.876,7.295,8.425,3,0,10.115,11.101,12.041,2,87,7.642,21.369,22.203,2,0,5.539,6.372,7.469,2,82,6.031,6.031,9.895,1,0,7.954,9.15,12.578,3,0,3.757,4.877,8.012,2,6,7.61,9.482,13.531,2,7,9.385,9.385,16.434,1,0,6.16,6.83,7.612,2,0,3.563,4.29,5.035,2,86,Other,VAS,Yes.
514,R_3imMTdGb2XriIVX,5ed7b845e572200812a5529d,35,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8.729,8.729,9.619,1,5,37.173,37.967,39.181,3,24,4.304,5.434,6.332,3,19,4.939,4.939,5.948,1,29,14.008,14.008,15.091,1,62,8.122,8.122,9.068,1,0,9.253,9.871,11.185,2,69,6.904,6.904,7.708,1,27,5.931,5.931,6.972,1,1,5.556,5.894,7.024,2,86,12.027,12.945,13.236,2,4,19.094,19.094,20.464,1,71,9.676,9.676,10.55,1,100,4.787,4.787,5.478,1,88,4.842,4.842,5.675,1,89,6.152,6.152,6.827,1,2,10.827,10.827,11.813,1,69,17.037,17.037,18.35,1,17,50.178,50.178,51.123,1,10,9.064,9.064,10.197,1,99,6.758,7.112,7.985,2,74,5.172,5.172,5.896,1,5,5.973,5.973,7.059,1,98,5.425,5.425,6.525,1,95,6.309,6.309,7,1,86,7.184,7.896,8.626,2,12,4.266,4.266,5.13,1,19,6.339,6.339,7.127,1,3,4.8,4.8,5.912,1,4,5.206,5.206,6.186,1,67,Other,VAS,Yes.
615,R_3stqqWzkWfW1W4n,5ee8dab8e8b6fe207f8df73e,51,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.217,9.194,10.871,3,0,4.526,4.526,7.015,1,0,6.395,6.395,8.14,1,10,10.83,14.115,16.195,3,7,56.774,56.774,58.352,1,0,7.614,9.941,14.886,3,0,13.489,14.624,15.881,2,2,7.06,11.408,14.905,5,0,6.006,7.281,12.919,2,0,7.137,7.137,9.708,1,0,6.754,6.754,9.793,1,0,7.08,8.74,12.479,2,0,8.83,10.133,16.475,2,0,4.719,4.719,7.148,1,0,6.488,9.845,12.754,4,0,4.023,4.023,6.133,1,0,5.59,8.093,11.966,3,72,12.788,12.788,18.473,1,0,5.519,6.978,9.3,2,0,5.834,5.834,9.456,1,0,9.04,10.422,16.07,2,86,7.622,7.622,13.407,1,0,4.998,5.857,7.557,2,0,11.526,26.263,27.211,3,0,8.821,15.085,15.942,2,6,15.211,15.211,18.294,1,0,6.108,7.063,9.088,2,24,11.586,11.586,14.486,1,0,7.801,7.801,10.376,1,0,6.005,7.03,8.843,2,96,Other,VAS,Yes.
